image_path,category_id,category,partition
img/Stripe_Print_Surplice_Blouse/img_00000109.jpg,3,Blouse,val
img/Tie-Dye_Cover-Up_Skirt/img_00000010.jpg,33,Skirt,train
img/Pleated_Chiffon_Skirt/img_00000067.jpg,33,Skirt,val
img/Cropped_Purl_Knit_Sweater/img_00000021.jpg,16,Sweater,train
img/Split_V-Neck_Chiffon_Blouse/img_00000084.jpg,3,Blouse,test
img/Love_Sleep_Boxy_Hoodie/img_00000035.jpg,10,Hoodie,val
img/Crepe_Woven_Cami_Dress/img_00000003.jpg,41,Dress,val
img/Crisscross-Back_Sleeveless_Hoodie/img_00000006.jpg,10,Hoodie,train
img/Colorblocked_Bomber_Jacket/img_00000052.jpg,11,Jacket,val
img/Pinstriped_Denim_Shorts/img_00000033.jpg,32,Shorts,train
img/Tribal_Patterned_Jacket/img_00000032.jpg,11,Jacket,train
img/Floral_Lace_Pencil_Skirt/img_00000006.jpg,33,Skirt,train
img/Ribbed_Knit_Dress/img_00000022.jpg,41,Dress,train
img/Short-Sleeved_Crepe_Jumpsuit/img_00000048.jpg,42,Jumpsuit,train
img/High-Waisted_Flared_Jeans/img_00000083.jpg,26,Jeans,test
img/Mid-Rise_-_Mineral_Wash_Skinny_Jeans/img_00000021.jpg,26,Jeans,val
img/Leaf_Print-Sleeve_Tee/img_00000019.jpg,18,Tee,train
img/Clean_Wash_-_Slim_Fit_Jeans/img_00000020.jpg,26,Jeans,train
img/Open_Knit_Textured_Sweater/img_00000009.jpg,16,Sweater,val
img/Polka_Dot_Skinny_Jeans/img_00000029.jpg,26,Jeans,test
img/V-Neck_Cami_Jumpsuit/img_00000044.jpg,42,Jumpsuit,test
img/Ditsy_Floral_Print_Dress/img_00000041.jpg,41,Dress,train
img/Textured_Knit_Hoodie/img_00000020.jpg,10,Hoodie,val
img/Dolman_Knit_Hoodie/img_00000040.jpg,10,Hoodie,train
img/Life_in_Progress_Boxy_Denim_Jacket/img_00000011.jpg,11,Jacket,train
img/Acid_Washed_Denim_Skater_Skirt/img_00000036.jpg,33,Skirt,train
